date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:54:36	76743/76743	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:54:35%20GMT	https://sedra-center.com/classical-arabic/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/classical-arabic/index.html	(from https://sedra-center.com/)
11:54:36	62567/62567	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Oct%202021%2009:54:35%20GMT	https://sedra-center.com/%22data:image/svg+xml,%3Csvg%20xmlns=http:/www.w3.org/2000/svg%20preserveAspectRatio=none%20overflow=visible%20height=100%%20viewBox=0%200%2024%2024%20fill=black%20stroke=none%3E%3Cpolygon%20points=9.4,2%2024,2%2014.6,21.6%200,21.6/%3E%3C/svg%3E	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/_data_image/svg+xml,_svg%20xmlns=http_/www.w3.org/2000/svg%20preserveAspectRatio=none%20overflow=visible%20h/__/svg_	(from https://sedra-center.com/)
11:54:47	70893/70893	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:54:35%20GMT	https://sedra-center.com/colloquial-arabic/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/colloquial-arabic/index.html	(from https://sedra-center.com/)
11:54:47	42390/42390	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:54:36%20GMT	https://sedra-center.com/advanced-grammar/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/advanced-grammar/index.html	(from https://sedra-center.com/)
11:54:47	71075/71075	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:54:35%20GMT	https://sedra-center.com/conversational-arabic/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/conversational-arabic/index.html	(from https://sedra-center.com/)
11:54:50	70753/70753	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:54:49%20GMT	https://sedra-center.com/holy-quran/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/holy-quran/index.html	(from https://sedra-center.com/)
11:54:51	16/16	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:54:50%20GMT	https://sedra-center.com/wp-content/plugins/litespeed-cache/guest.vary.php	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/plugins/litespeed-cache/guest.vary.html	(from https://sedra-center.com/)
11:54:51	3304/3304	---M--	200	added ('OK')	application/font-woff	etag:%22ce8-615e01c6-e1930;;;%22	https://sedra-center.com/wp-content/themes/astra/assets/fonts/astra.woff	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/themes/astra/assets/fonts/astra.woff	(from https://sedra-center.com/wp-content/litespeed/ucss/099e2aca6c2f0d72ceca3f5789a68a99.css?ver=d6ca1)
11:54:51	26388/26388	---MCZ	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:50%20GMT	https://sedra-center.com/wp-json/wp/v2/pages/850	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/wp/v2/pages/850	(from https://sedra-center.com/)
11:54:52	141329/141329	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:54:51%20GMT	https://sedra-center.com/ar/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/ar/index.html	(from https://sedra-center.com/)
11:54:52	53187/53187	---M-Z	200	added ('OK')	text/css	etag:%22cfc3-615e01c7-1a0f26;gz%22	https://sedra-center.com/wp-content/litespeed/ucss/1803dc97cea517e8d8fca398076b6278.css?ver=d6ca1	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/ucss/1803dc97cea517e8d8fca398076b62786342.css	(from https://sedra-center.com/all-courses/)
11:54:52	20406/20406	---MCZ	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:52%20GMT	https://sedra-center.com/wp-json/wp/v2/pages/476	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/wp/v2/pages/476.json	(from https://sedra-center.com/all-courses/)
11:54:52	90650/90650	---M--	200	added ('OK')	image/jpeg	etag:%221621a-615e01c7-1a0cb7;;;%22	https://sedra-center.com/wp-content/uploads/2021/03/bg-07-free-img.jpg	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/uploads/2021/03/bg-07-free-img.jpg	(from https://sedra-center.com/all-courses/)
11:54:53	2256/2256	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:52%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fall-courses%2F	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embed2461.json	(from https://sedra-center.com/all-courses/)
11:54:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Oct%202021%2009:54:52%20GMT	https://sedra-center.com/?p=476	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/index2847.html	(from https://sedra-center.com/all-courses/)
11:54:53	2348/2348	---M-Z	200	added ('OK')	text/xml	date:Thu,%2007%20Oct%202021%2009:54:52%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fall-courses%2F&format=xml	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embed0834	(from https://sedra-center.com/all-courses/)
11:54:54	49363/49363	---M-Z	200	added ('OK')	text/css	etag:%22c0d3-615e31c1-1a0f39;gz%22	https://sedra-center.com/wp-content/litespeed/ucss/daa3a8e0251fe0ce6bfad076acab7034.css?ver=d6ca1	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/ucss/daa3a8e0251fe0ce6bfad076acab70346342.css	(from https://sedra-center.com/arabic-for-kids/)
11:54:54	6191/6191	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:53%20GMT	https://sedra-center.com/wp-json/wp/v2/pages/1196	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/wp/v2/pages/1196.json	(from https://sedra-center.com/arabic-for-kids/)
11:54:54	2276/2276	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:53%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Farabic-for-kids%2F	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embed05f0.json	(from https://sedra-center.com/arabic-for-kids/)
11:54:55	2368/2368	---M-Z	200	added ('OK')	text/xml	date:Thu,%2007%20Oct%202021%2009:54:54%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Farabic-for-kids%2F&format=xml	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embed0922	(from https://sedra-center.com/arabic-for-kids/)
11:54:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Oct%202021%2009:54:54%20GMT	https://sedra-center.com/?p=1196	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/index570b.html	(from https://sedra-center.com/arabic-for-kids/)
11:54:55	51697/51697	---M-Z	200	added ('OK')	text/css	etag:%22c9f1-615eb855-1a0f9e;gz%22	https://sedra-center.com/wp-content/litespeed/ucss/3ba55e7d542bb4c524f0378b47e0840f.css?ver=d6ca1	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/ucss/3ba55e7d542bb4c524f0378b47e0840f6342.css	(from https://sedra-center.com/classical-arabic/)
11:54:55	12943/12943	---MCZ	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:54%20GMT	https://sedra-center.com/wp-json/wp/v2/pages/1213	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/wp/v2/pages/1213.json	(from https://sedra-center.com/classical-arabic/)
11:54:56	2281/2281	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:55%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fclassical-arabic%2F	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embedd40b.json	(from https://sedra-center.com/classical-arabic/)
11:54:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Oct%202021%2009:54:55%20GMT	https://sedra-center.com/?p=1213	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/index6b98.html	(from https://sedra-center.com/classical-arabic/)
11:54:56	2373/2373	---M-Z	200	added ('OK')	text/xml	date:Thu,%2007%20Oct%202021%2009:54:55%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fclassical-arabic%2F&format=xml	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embed0130	(from https://sedra-center.com/classical-arabic/)
11:54:56	49363/49363	---M-Z	200	added ('OK')	text/css	etag:%22c0d3-615eb997-1a1049;gz%22	https://sedra-center.com/wp-content/litespeed/ucss/8af334177213cada0dfd1790c3e99d9c.css?ver=d6ca1	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/ucss/8af334177213cada0dfd1790c3e99d9c6342.css	(from https://sedra-center.com/colloquial-arabic/)
11:54:57	6077/6077	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:56%20GMT	https://sedra-center.com/wp-json/wp/v2/pages/1218	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/wp/v2/pages/1218.json	(from https://sedra-center.com/colloquial-arabic/)
11:54:57	2286/2286	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:56%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fcolloquial-arabic%2F	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embedf404.json	(from https://sedra-center.com/colloquial-arabic/)
11:54:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Oct%202021%2009:54:56%20GMT	https://sedra-center.com/?p=1218	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/index9e83.html	(from https://sedra-center.com/colloquial-arabic/)
11:54:57	2378/2378	---M-Z	200	added ('OK')	text/xml	date:Thu,%2007%20Oct%202021%2009:54:57%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fcolloquial-arabic%2F&format=xml	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embed3664	(from https://sedra-center.com/colloquial-arabic/)
11:54:58	49363/49363	---M-Z	200	added ('OK')	text/css	etag:%22c0d3-615e0ae8-1a0c9e;gz%22	https://sedra-center.com/wp-content/litespeed/ucss/bfe1ac8695addd6df4dcc308c26a8a4c.css?ver=d6ca1	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/ucss/bfe1ac8695addd6df4dcc308c26a8a4c6342.css	(from https://sedra-center.com/conversational-arabic/)
11:54:58	6218/6218	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:57%20GMT	https://sedra-center.com/wp-json/wp/v2/pages/1511	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/wp/v2/pages/1511.json	(from https://sedra-center.com/conversational-arabic/)
11:54:59	2306/2306	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:54:58%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fconversational-arabic%2F	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embedb343.json	(from https://sedra-center.com/conversational-arabic/)
11:54:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Oct%202021%2009:54:58%20GMT	https://sedra-center.com/?p=1511	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/index071e.html	(from https://sedra-center.com/conversational-arabic/)
11:54:59	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Thu,%2007%20Oct%202021%2009:54:58%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fconversational-arabic%2F&format=xml	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embed2766	(from https://sedra-center.com/conversational-arabic/)
11:55:00	438379/438379	---MCZ	200	added ('OK')	text/css	etag:%226b06b-615ec3dc-1c193b;gz%22	https://sedra-center.com/wp-content/litespeed/css/79aa7170e563752eeaa87119a26678a4.css?ver=d6ca1	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/css/79aa7170e563752eeaa87119a26678a46342.css	(from https://sedra-center.com/advanced-grammar/)
11:55:00	48032/48032	---M--	200	added ('OK')	image/jpeg	etag:%22bba0-615e01c7-1a0d63;;;%22	https://sedra-center.com/wp-content/uploads/2021/06/Sedra-Logo-PixTeller-wide.jpg	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/uploads/2021/06/Sedra-Logo-PixTeller-wide.jpg	(from https://sedra-center.com/advanced-grammar/)
11:55:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Oct%202021%2009:54:59%20GMT	https://sedra-center.com/?p=1316	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/index29f2.html	(from https://sedra-center.com/advanced-grammar/)
11:55:01	2281/2281	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:55:00%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fadvanced-grammar%2F	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embed26cd.json	(from https://sedra-center.com/advanced-grammar/)
11:55:01	2373/2373	---M-Z	200	added ('OK')	text/xml	date:Thu,%2007%20Oct%202021%2009:55:00%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fadvanced-grammar%2F&format=xml	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embed41bf	(from https://sedra-center.com/advanced-grammar/)
11:55:02	149475/149475	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:55:01%20GMT	https://sedra-center.com/advanced-eloquence/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/advanced-eloquence/index.html	(from https://sedra-center.com/)
11:55:02	438379/438379	---MCZ	200	added ('OK')	text/css	etag:%226b06b-615ec3e9-1c193c;gz%22	https://sedra-center.com/wp-content/litespeed/css/168d0a9b0045c8a3ad5da299a5248f16.css?ver=d6ca1	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/css/168d0a9b0045c8a3ad5da299a5248f166342.css	(from https://sedra-center.com/holy-quran/)
11:55:03	6030/6030	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:55:02%20GMT	https://sedra-center.com/wp-json/wp/v2/pages/1226	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/wp/v2/pages/1226.json	(from https://sedra-center.com/holy-quran/)
11:55:03	2251/2251	---M-Z	200	added ('OK')	application/json	date:Thu,%2007%20Oct%202021%2009:55:02%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fholy-quran%2F	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embeddc56.json	(from https://sedra-center.com/holy-quran/)
11:55:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Oct%202021%2009:55:02%20GMT	https://sedra-center.com/?p=1226	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/indexa5f9.html	(from https://sedra-center.com/holy-quran/)
11:55:03	2343/2343	---M-Z	200	added ('OK')	text/xml	date:Thu,%2007%20Oct%202021%2009:55:03%20GMT	https://sedra-center.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsedra-center.com%2Fholy-quran%2F&format=xml	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-json/oembed/1.0/embed5427	(from https://sedra-center.com/holy-quran/)
11:55:04	48318/48318	---M-Z	200	added ('OK')	text/css	etag:%22bcbe-615ec3eb-1c1a24;gz%22	https://sedra-center.com/wp-content/litespeed/css/f3eb469210c94b09346bb7b7a2fe8981.css?ver=e8981	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/css/f3eb469210c94b09346bb7b7a2fe8981c616.css	(from https://sedra-center.com/ar/)
11:55:05	156071/156071	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:55:04%20GMT	https://sedra-center.com/contact/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/contact/index.html	(from https://sedra-center.com/)
11:55:05	144939/144939	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:55:04%20GMT	https://sedra-center.com/pricing-faq/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/pricing-faq/index.html	(from https://sedra-center.com/)
11:55:05	159122/159122	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2009:55:04%20GMT	https://sedra-center.com/about-us/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/about-us/index.html	(from https://sedra-center.com/)
11:55:05	3412/3412	---MCZ	200	added ('OK')	text/css	etag:%22d54-615ec3f8-1c1a25;gz%22	https://sedra-center.com/wp-content/litespeed/css/effa65af434fe1fdb7bcd407400a6c5e.css?ver=a6c5e	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/css/effa65af434fe1fdb7bcd407400a6c5e417b.css	(from https://sedra-center.com/ar/)
11:55:05	1074/1074	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e79ec51177b1a153db24e7653c4d9704%22	https://sedra-center.com/ar/feed/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/ar/feed/index.html	(from https://sedra-center.com/ar/)
11:55:06	80395/80395	---M-Z	200	added ('OK')	text/css	etag:%2213a0b-615ec3eb-1c1a26;gz%22	https://sedra-center.com/wp-content/litespeed/css/63a614dd2c93e6214345198aa58109ef.css?ver=109ef	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/css/63a614dd2c93e6214345198aa58109efb9ac.css	(from https://sedra-center.com/ar/)
11:55:06	760/760	---M-Z	200	added ('OK')	application/rss+xml	etag:%22f3de87b9e6ddf6aacedcc8a52045f209%22	https://sedra-center.com/ar/comments/feed/	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/ar/comments/feed/index.html	(from https://sedra-center.com/ar/)
11:55:06	494/494	---M-Z	200	added ('OK')	text/css	etag:%221ee-615ec3f8-1c1a27;gz%22	https://sedra-center.com/wp-content/litespeed/css/a15a01bb690b600141c0de8ffe945265.css?ver=45265	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/css/a15a01bb690b600141c0de8ffe9452655b64.css	(from https://sedra-center.com/ar/)
11:55:06	17967/17967	---M-Z	200	added ('OK')	text/css	etag:%22462f-615ec3f8-1c1a28;gz%22	https://sedra-center.com/wp-content/litespeed/css/d35b60f7f7e891d97aa7f8a4d84cbd63.css?ver=cbd63	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/css/d35b60f7f7e891d97aa7f8a4d84cbd63ac72.css	(from https://sedra-center.com/ar/)
11:55:07	131339/131339	---M-Z	200	added ('OK')	text/css	etag:%222010b-615ec3eb-1c1a29;gz%22	https://sedra-center.com/wp-content/litespeed/css/b722730cf9e8ecf23182d33cb0c1e387.css?ver=1e387	E:/Sedra%20Center/Offline%20Wordpress%20Site/Sedra%20Center/sedra-center.com/wp-content/litespeed/css/b722730cf9e8ecf23182d33cb0c1e387d7b8.css	(from https://sedra-center.com/ar/)
